frame_id,timestamp_ms,fps,person_id,person_count,kp_0_x,kp_0_y,kp_0_confidence,kp_1_x,kp_1_y,kp_1_confidence,kp_2_x,kp_2_y,kp_2_confidence,kp_3_x,kp_3_y,kp_3_confidence,kp_4_x,kp_4_y,kp_4_confidence,kp_5_x,kp_5_y,kp_5_confidence,kp_6_x,kp_6_y,kp_6_confidence,kp_7_x,kp_7_y,kp_7_confidence,kp_8_x,kp_8_y,kp_8_confidence,kp_9_x,kp_9_y,kp_9_confidence,kp_10_x,kp_10_y,kp_10_confidence,kp_11_x,kp_11_y,kp_11_confidence,kp_12_x,kp_12_y,kp_12_confidence,kp_13_x,kp_13_y,kp_13_confidence,kp_14_x,kp_14_y,kp_14_confidence,kp_15_x,kp_15_y,kp_15_confidence,kp_16_x,kp_16_y,kp_16_confidence,kp_17_x,kp_17_y,kp_17_confidence,kp_18_x,kp_18_y,kp_18_confidence,kp_19_x,kp_19_y,kp_19_confidence,kp_20_x,kp_20_y,kp_20_confidence,kp_21_x,kp_21_y,kp_21_confidence,kp_22_x,kp_22_y,kp_22_confidence,kp_23_x,kp_23_y,kp_23_confidence,kp_24_x,kp_24_y,kp_24_confidence,kp_25_x,kp_25_y,kp_25_confidence,object_count,objects_detected,inference_time_ms,gpu_memory_mb,gpu_memory_percent
553,77262.1500492096,8.534464014608792,18,1,645.0551990664253,344.9384582936924,0.95981896,645.745290674218,342.61208025332155,0.8873557,644.9608716684791,342.4647678910484,0.9094501,633.2029329928966,341.72096001546663,0.8423826,639.1173227204255,342.17633284805845,0.9397844,621.7436115265031,351.582365462344,0.74301016,636.8875797208007,354.57810517472035,0.802714,605.5131577760451,364.81871270559975,0.8016217,640.2437237578208,374.6977923053599,0.74407136,602.6858811483949,382.0181221903649,0.81925696,649.1602622292348,383.6996953850789,0.7493659,615.7895866396785,387.8657459127074,0.5380614,617.3920530699804,389.22544094651425,0.64708984,630.4772393139699,415.7614417563469,0.7914055,618.0297792968197,417.1901819059452,0.74612904,611.133587831735,433.7308946778751,0.7965177,596.2586228022966,441.19386349744366,0.8171233,645.8705355192154,333.6089462659023,0.8903581,633.0562469186605,349.8506340852282,0.82379305,616.0823487934365,389.7889151879469,0.9706553,614.8322324364785,443.36605709380126,0.85030174,602.9175470201228,447.0375116723514,0.6973591,614.5145065531951,441.6558614664982,0.81009245,600.2157068970677,448.1301166179406,0.7424227,606.4611378101433,434.69715083552626,0.837371,591.5420001609748,443.9652298691331,0.8908535,4,"cone:0.844:556,450,572,458|cone:0.833:930,438,946,445|cone:0.825:132,467,149,475|football:0.879:686,432,706,450",115.65375328063965,0,0
554,77408.00189971924,8.533959992130445,18,1,651.1433616296113,343.3707273904146,0.95436764,651.6366935941472,341.0142922153142,0.84192276,650.7683686794344,340.72987323113375,0.8946811,638.7792728175438,340.389465816097,0.8298547,644.9784725996827,340.67288589473515,0.94840074,627.5760354865222,350.61410246288165,0.7727286,643.8912571472363,353.05458520787926,0.82022756,612.2865843404325,363.56693564738356,0.7821205,647.1961816570467,373.003924039062,0.71655536,609.9175517450491,380.89172345292945,0.7378739,655.6651060405982,381.18338819939254,0.75779474,625.9828842186375,387.3586083120363,0.55933714,624.2615864060941,388.4561874957312,0.65718585,639.8216448469965,413.5513926831892,0.76596457,620.1534863971815,416.88290426188223,0.7448404,625.8671829399756,434.317704176758,0.8104092,598.325601937009,440.4730294310773,0.83768433,651.243337093389,331.8905051924787,0.89340556,639.207994039986,348.4657151266773,0.8083197,624.0429514213233,389.1265165137617,1.0155554,633.3810683916486,443.3701251176632,0.7909479,603.2177750415307,446.4460183003102,0.67586935,632.7636623137785,441.69352518313417,0.7557273,600.5608294781484,447.2348999186014,0.7698739,621.1676971700259,435.7445013689577,0.83261585,593.8840242248398,443.1693158974816,0.8565531,4,"cone:0.841:556,450,572,458|cone:0.839:930,438,946,445|cone:0.829:132,467,149,475|football:0.876:692,432,711,450",120.9712028503418,0,0
555,77552.34384536743,8.533169416027546,18,1,656.9490159643224,341.2952818142111,0.95464575,657.0374314550163,338.90548199380254,0.8309233,656.4195337986157,338.6206722493623,0.9090012,647.0173797782527,338.6265560167153,0.8785918,650.9651597257699,338.864416619001,0.9368994,633.9736066302667,349.43549112033423,0.755304,650.6719010987937,351.0805933304584,0.8005391,619.8940153817391,362.00795241766156,0.7189176,653.8927173084408,370.67723165916163,0.7191479,617.9762326777316,379.3373489486153,0.6377257,661.521509618184,378.8527078979099,0.68404436,635.8403261657511,386.66860379346457,0.54418,630.8525689218213,387.38347749102877,0.60244477,647.8843525033825,412.11359800818616,0.7712015,623.6270899719268,416.12094623870365,0.73030114,639.7898835807753,434.8199749013948,0.8369622,601.4806923838228,439.52155091915125,0.83868766,656.3510580496378,330.5374579052128,0.84757316,645.4902050788944,346.74226591164864,0.7875843,631.6320716016515,388.14679242478604,1.01072,651.2065068123641,442.7488257901677,0.8465343,604.9067896502995,445.4038306744079,0.64150476,650.0416918009994,441.2508944704596,0.8461548,602.1562410625537,445.8130968766242,0.7017355,636.0015725360291,436.8950819006601,0.8105642,597.370426714988,442.07635826672856,0.8253753,4,"cone:0.842:556,450,572,458|cone:0.839:930,438,946,445|cone:0.833:132,467,149,475|football:0.879:698,432,718,449",123.14987182617188,0,0
556,77687.63089179993,8.53361603578201,18,1,662.9571381478115,339.636113378891,0.9731165,662.812983348336,337.2092388209832,0.81373143,662.342533627204,336.9640104165881,0.92112315,652.1150329169764,337.2109535609497,0.8884008,657.0722377028148,337.3440862642563,0.9477719,640.553161339134,348.5750481702119,0.8032229,657.3616744266959,349.2934629962502,0.84550107,627.7852057171358,361.60568089973845,0.7493799,660.196726963112,368.56320837910505,0.76569414,627.5063376906718,378.4573829597822,0.57362133,667.3995271929384,377.27870211629926,0.76963866,643.6557405817389,386.24574427584207,0.573208,638.1590722732187,386.6792008639805,0.6426586,654.7053329681712,411.19059434945757,0.81396115,628.6847787116831,415.4003139584614,0.7748542,652.0446427752454,435.30750175439874,0.8839236,605.7478318068604,437.9165034630837,0.8598732,661.51405970666,328.60090772840954,0.89878255,651.8809494592255,345.18282299043915,0.82256556,639.1404102742642,387.34398992743996,1.0683082,666.0226790559141,442.11293940974315,0.79245245,606.8369233103832,445.33803347461657,0.78988934,664.0276046419954,440.8322612526737,0.8279597,604.5220033217644,445.28358896748773,0.8255248,649.218515927934,438.11438758971576,0.82581735,601.7639702034323,439.70876843504925,0.7618432,4,"cone:0.847:556,450,572,458|cone:0.839:930,438,946,445|cone:0.830:132,467,149,475|football:0.873:704,432,725,449",113.81030082702637,0,0
557,77822.91197776794,8.533950703881363,18,1,669.2699074083314,338.46665883323885,0.94992125,668.998307875926,336.10624764118313,0.8306278,668.4635553393001,335.81844090762957,0.9153484,657.6056122780926,336.3059158014197,0.80863804,662.8603684976304,336.28804890012253,0.94820696,647.8495682943039,347.7102028632288,0.79440445,664.054841035877,347.9917037329632,0.8380435,636.1866524967211,361.6683215217856,0.6834173,666.1812639161674,367.33853196109516,0.74104106,636.1438967004199,378.47216133333524,0.49823752,673.7642647733601,377.5286764830917,0.7503676,651.6783479722652,385.84329286398156,0.58585405,645.4225342537701,385.98355511291777,0.624576,661.338522359832,410.7751255451206,0.7860067,635.9169606395944,414.9859321624723,0.7668797,661.9796757796151,435.8857610046598,0.8837757,610.9916954715084,435.8572638214976,0.82187563,667.0516911639907,327.4280028227913,0.88687366,658.4256090337922,344.06752638419124,0.84862983,646.7600462118869,386.64704325538617,0.98572445,677.0423633279403,441.4193553282269,0.84138656,609.9474379171933,444.96895824473586,0.9032551,674.3339134348241,440.3897140261837,0.85753477,607.7771304422054,444.43654737961845,0.8663739,659.93898287464,439.2917535244266,0.8392662,607.1063170198596,436.6778844611947,0.76509976,4,"cone:0.845:556,450,572,458|cone:0.837:930,438,946,445|cone:0.826:132,467,149,475|football:0.866:710,431,730,449",114.64691162109375,0,0
558,78014.1589641571,8.527034176668964,18,1,675.8000907351137,337.9049655221732,0.9180262,675.4664400715585,335.511866089172,0.8470861,674.7460952230085,335.20699708163545,0.9453761,666.7907716324904,336.08756653006947,0.78839767,668.9850073220762,335.90016613450337,0.9096711,655.9974606628821,347.89865726538665,0.75578004,670.202856769853,347.548454337259,0.8133835,645.5062356041852,362.4856415006711,0.560132,671.3131758173643,366.7020089501733,0.73468566,646.2585160182864,378.79056481661803,0.37291643,678.935508527368,377.95087665318096,0.7283573,659.771852076469,385.75282552109,0.60986936,653.0949479250498,385.7023711729573,0.62682736,667.6644955071581,410.9601790886983,0.78820324,645.2301710917368,414.9734675383526,0.75118935,669.7137076169881,436.63411625876637,0.9126171,617.9888851965327,433.22973575467273,0.82540727,672.4371131576042,326.99731879390697,0.8434327,665.4510489935974,343.7642920846008,0.8608062,655.2095053612552,386.126585336282,0.8884368,684.1136281726999,441.60395662939624,0.83890146,614.8783339828602,443.8359276784618,0.8753787,681.4924034090839,440.65295056160403,0.8640374,613.0868274713789,442.8407489363651,0.8178409,667.6692788777016,440.3396409020893,0.85381275,614.1944091074022,433.1646523419371,0.82556736,4,"cone:0.849:556,450,572,458|cone:0.836:930,438,946,445|cone:0.822:132,467,149,475|football:0.867:717,431,736,448",169.7402000427246,0,0
559,78180.56893348694,8.52512523138764,18,1,682.6828055815116,338.11167241785745,0.9148083,682.4740308027447,335.69814059620956,0.84984815,681.4946292921388,335.3952929764399,0.9316609,674.1228890937216,336.49425805354036,0.7911563,675.2070552493838,336.14154257730274,0.91102815,663.8123927955457,348.26316247600204,0.7805468,675.8046166695442,347.8136818757836,0.83259535,655.2319856643187,363.40584413908624,0.56617904,675.6188410455293,366.5874745656105,0.758579,658.7632521944894,379.3389299194606,0.3865906,683.2630947361542,378.5196760186584,0.7762357,666.6225447603726,386.25213887101273,0.6298998,660.9548074389872,386.0550485842509,0.65257996,673.1170072612213,411.87625125210405,0.7527973,656.3451029006468,415.46249322703216,0.75653905,674.3753137799467,437.7215294719681,0.8758458,626.8421256804911,430.74197106534905,0.8270957,679.1164923154129,327.1474115785915,0.80310845,672.3190822321988,344.1167500073237,0.85574365,662.4952844409859,386.25035001412846,0.8644768,687.8414630081018,442.52403412558095,0.76799184,622.1165682657467,442.1273090729534,0.87468904,685.2803009287322,441.48130684108924,0.7963623,620.6227078719265,440.6437170304547,0.84371495,672.4681447580851,441.4940074974326,0.8116047,623.2603161050648,429.8636522219958,0.8151096,4,"cone:0.851:556,450,572,458|cone:0.834:930,438,946,445|cone:0.825:132,467,149,475|football:0.861:722,432,742,448",131.8221092224121,0,0
560,78333.40287208557,8.524100715741577,18,1,689.2145359067333,338.5478661760074,0.8850832,688.7979924167264,336.0757072621519,0.8029409,687.8415451114186,335.71159534046035,0.93138826,681.9250476353686,336.996074680015,0.74888337,681.8157988531298,336.61359364991756,0.923331,672.2267712230538,348.9721326281285,0.70751274,681.0401304695645,348.69641089276,0.7436857,664.6438554429665,364.1305584566752,0.563453,679.2043236943655,366.6986488278595,0.694387,673.817732158522,379.8318259963156,0.40360385,687.0017223761513,379.5110452591429,0.6637231,672.7507497322995,386.8186646909579,0.5802298,668.2459434577139,386.71137449413703,0.62047064,678.564176813707,412.6887078828166,0.677722,669.0597326572379,415.968468217438,0.6506568,677.5745066383374,438.1496346809156,0.7411219,638.1687278108288,428.6003988697381,0.786312,684.2371016585133,327.7737725753875,0.7141503,678.8779715664748,344.77199328990866,0.79517055,669.4108406613971,386.5945564512997,0.8379767,688.1218105196272,442.9561643540926,0.57876104,632.9340603359199,440.6709097898528,0.7904618,686.6626672814198,441.9596861367156,0.6232252,631.5222059298608,438.9879074668353,0.7864471,674.5733042542092,442.0718929493379,0.66676784,634.4795373816764,427.13716536669824,0.7674288,4,"cone:0.854:556,450,572,458|cone:0.828:930,438,946,445|cone:0.824:132,467,149,475|football:0.881:728,431,748,449",125.12493133544922,0,0
561,78483.53695869446,8.522978707006128,18,1,695.9942068037861,339.0517689646383,0.9356681,696.0448679717308,336.4845224450124,0.8663452,694.6725657918543,336.1430924508963,0.9411068,685.9364252534133,337.3153400804832,0.7244791,688.3946003939171,337.02511511652256,0.8823995,679.4593959418859,349.48888625880545,0.6996281,686.8207222355604,349.311801794825,0.740124,674.839036679455,365.49233993119896,0.5311802,682.9550506132339,366.7513041440551,0.7009635,687.4767663887862,380.5100350199957,0.5325194,690.6904441620245,380.13372795258886,0.66343975,677.9800843625478,387.60659505679723,0.55544674,676.0795497631216,387.34794634834805,0.6155563,683.3016324816031,413.5986460647671,0.6602982,681.618967192403,416.1925304794786,0.7232834,678.8698362412206,438.6166973281869,0.73039293,651.0767899714751,427.451078976199,0.7989074,691.0799692198468,327.873807055112,0.77141833,685.5504303169384,345.2427087075819,0.80964947,676.1184205814131,387.0794822495176,0.8159611,689.4565300179702,443.5661161701213,0.6209652,646.4530392862468,440.3193448645639,0.7142971,687.3172971117351,442.54868651869623,0.65102005,645.0706086144519,438.4203139720537,0.73216534,676.1612998434825,442.6397351922422,0.66062367,647.1647377598687,425.79953948954426,0.7235203,4,"cone:0.857:556,450,572,458|cone:0.838:930,438,946,445|cone:0.827:132,467,149,475|football:0.876:734,431,754,449",125.9012222290039,0,0
562,78620.51105499268,8.523427474756993,18,1,702.792661986001,339.11586742401573,0.9623444,703.2610133414561,336.5921943510457,0.86849266,701.3672710603562,336.2009683008357,0.93658674,691.9974468019362,337.2538572643428,0.6771902,694.9573468498206,336.9607634105421,0.9013929,686.4700185148172,349.6322426192787,0.716619,693.2156831585262,349.26993934456516,0.7847179,686.8525803304487,367.4784940128586,0.61673033,687.3397222384494,366.4242758557252,0.7292531,701.1356919214454,380.64524252504754,0.6784711,693.2403009010213,381.29972202905674,0.72252905,682.1791439975229,387.62698753415424,0.59425175,684.3402439860773,387.36043930804783,0.65392816,687.26274111756,414.2122113089996,0.71685904,693.4192413462782,416.05087341588955,0.79365885,680.1822298314969,439.11479052780277,0.84865695,665.0893254133268,426.95214306738956,0.8397699,698.9828442643868,327.8728333792585,0.84956515,692.289548346102,345.3035633707292,0.8310939,682.7006963790477,387.25306095735635,0.8534167,689.5194536671839,444.0162523685032,0.75849,661.8602635011935,440.63794651766364,0.70451576,687.5356387302,443.03697773146007,0.7816948,660.4727648605553,438.8676963940536,0.72840637,676.9894974805484,443.20582614539995,0.72260964,660.39526945803,425.4161192315663,0.77510315,4,"cone:0.858:556,450,572,458|cone:0.840:930,438,946,445|cone:0.833:132,467,149,475|football:0.865:740,431,760,449",113.88897895812988,0,0
563,78754.25004959106,8.524020901562688,18,1,710.1894303989113,338.9623330376114,0.9202101,710.7461438229656,336.41387174029404,0.8180392,708.7145025400791,336.040272586228,0.9174496,698.7208939975696,336.94198698611115,0.6960956,702.1091167533475,336.6411060606365,0.90833133,693.8514210715739,349.3946400635466,0.7064492,700.1460545344398,348.9663011089715,0.7781495,697.2060584465567,368.32900740128935,0.62583745,691.387697694631,365.31418397314695,0.65781265,712.5061343941696,379.9035835790884,0.6657951,696.6673937074057,381.20613718860784,0.67714435,687.2887741518789,387.5082986025587,0.600682,693.0213893057378,387.3469192503128,0.63177,690.0893150034428,414.15905548200857,0.68379176,704.9060748008437,415.30406619058977,0.7750007,681.2203958996869,439.0555000665553,0.76897323,679.5739324348082,427.7619437663855,0.7293108,706.7679172571795,327.6124390660879,0.78322846,699.5345157812505,345.0309314129167,0.8074293,689.4231572868757,387.0921942588066,0.8778956,689.7413970637183,444.0367545522851,0.60657275,680.4621863101318,441.3155704041713,0.65146255,687.5036522256325,443.0189027009899,0.60378677,678.7158306556777,439.89120088184666,0.6778837,677.7730751533753,443.0758435827111,0.7243292,675.4951955424602,427.3045889892026,0.72601116,4,"cone:0.854:556,450,572,458|cone:0.837:930,438,946,445|cone:0.831:132,467,149,475|football:0.862:746,432,767,449",112.76602745056152,0,0
564,78896.63004875183,8.524579371895038,18,1,717.6164611875035,338.43251211959137,0.9496741,718.372874867739,335.7778088665809,0.853902,716.4044171052029,335.4134789718307,0.9414842,711.356639756724,336.0461259241508,0.5762548,710.2181600320678,335.94346658840266,0.8564606,701.9472809737686,348.6013618487561,0.7331483,706.7825397935109,348.1513207860733,0.814221,705.6631400185547,368.16359927409167,0.63957995,695.7114793255639,363.5809517459933,0.76532745,720.8071076696688,378.45248120747544,0.74705386,700.408375854518,380.4941860000273,0.75551736,692.2795858320126,386.27508435919844,0.6171076,700.890933087013,386.25371490185364,0.66917646,692.9771288896773,413.65824588466324,0.78869206,714.9865409529395,413.97818750220716,0.8376962,682.0044124965223,438.9717338188607,0.8472785,694.629015218741,429.2117898024537,0.782132,715.7623724451909,326.98717888934607,0.9055843,707.3486873242553,344.2934867934522,0.88683295,696.0465740897005,386.2872588272925,1.0161284,689.4730033385105,443.924828462977,0.68621755,700.7427097652817,441.73468800069406,0.8401165,687.074859455434,442.9866978172846,0.6775702,698.776237873177,440.63717445648064,0.85322315,678.0424452652053,442.89364031127457,0.8404118,690.4799286578545,429.2720274531638,0.8421408,4,"cone:0.856:556,450,572,458|cone:0.837:930,437,946,445|cone:0.828:132,467,149,475|football:0.873:751,431,771,448",113.01922798156738,0,0
565,79028.63693237305,8.525271419622928,18,1,725.370147699232,337.6646743762796,0.94921255,726.2432592747949,335.0471686127677,0.8157826,724.301385002429,334.61626669566675,0.9044068,715.8412093846035,334.9307027745685,0.6059656,717.9804087336065,334.8552007266395,0.9180974,709.8500201546076,347.636182755924,0.7026008,713.0716476490004,347.0245862436433,0.7991807,713.0037337082852,367.57039793563257,0.6711153,700.2981350755388,361.7064798208569,0.7848878,727.8371988136896,376.0428265257646,0.80575156,704.956145805767,379.26328516185436,0.7115171,699.0589363114464,385.1757094543983,0.6398164,708.9396548400068,385.07317348031415,0.6623187,696.2231342017144,412.78427260716546,0.7787566,723.559401600024,412.29580604592854,0.8525801,683.7858139288874,438.3992989376096,0.8957479,710.2617163475568,430.5002449677588,0.8601526,724.0745596174361,326.2177190533191,0.90756273,714.7323566285162,343.2163883417764,0.87345743,703.5260499450017,385.3166740883796,1.0099545,690.2602163733375,443.75868158746584,0.7510264,720.4105703115267,441.74722985882715,0.92171425,688.0483041946957,442.7088823330142,0.7709778,717.9324441437572,441.06306962753354,0.94730866,679.8977203572327,442.139181904657,0.85527915,706.2011302938956,431.6488352209092,0.8758936,4,"cone:0.853:556,450,572,458|cone:0.831:930,437,946,445|cone:0.822:132,467,149,474|football:0.876:756,430,776,448",111.97519302368164,0,0
566,79165.90189933777,8.525800717072444,18,1,732.446575494625,336.6006598220782,0.9222765,733.5258677779942,333.94045799090395,0.8529366,731.4588226900823,333.5311005599332,0.9297788,721.5582622891613,333.7351528015994,0.54512095,724.9237141435842,333.7638512950995,0.91930526,717.618442528401,346.4596234264485,0.7130935,719.9914451280647,345.8819208160396,0.80715036,719.4258414719324,366.9060499464056,0.6585053,705.7041480555174,359.64132692704027,0.76235366,733.8612198906176,373.8144774282041,0.796793,710.3498290094786,378.17367201358036,0.7290369,705.8692919902625,384.2405513802225,0.62154496,716.4541715422577,383.99642129163817,0.6608225,700.9140877126221,411.904283124823,0.7677368,730.2042393505228,410.9793313228006,0.804726,686.2509465697232,437.5125744747828,0.90749085,726.0859464411021,432.0817202566094,0.9221484,731.2737273443861,325.1652699362675,0.9207449,721.9265651021142,342.1174080548361,0.89222896,710.647693200406,384.49592124789996,1.0224617,690.8667785087973,443.8365323287284,0.82137537,739.2117321828405,441.44136559347027,0.8672424,688.7776078932591,442.53325479575,0.86392164,737.0942673809113,441.241379132868,0.8550832,682.0687235000761,441.0582191454562,0.8155572,723.0004180068306,434.4156125538972,0.92635596,4,"cone:0.853:556,450,572,458|cone:0.837:930,437,946,445|cone:0.828:132,467,149,475|football:0.873:761,430,781,448",113.21306228637695,0,0
567,79301.18989944458,8.526160424763884,18,1,739.6131288840398,335.65950912179943,0.9434942,740.4898505787338,332.97033536084086,0.8506801,738.5174278979755,332.5828683950107,0.9427265,733.4702991775705,332.6261867125448,0.5563711,732.1843548737509,332.8194144233884,0.89115,724.5422214802215,345.2496208919074,0.7268871,726.8341333204999,344.88035906409317,0.80844706,724.9569461949292,366.01528758691956,0.6227401,711.6386146442937,358.1955391926887,0.77000916,739.4401049487134,371.89592664911794,0.70719343,716.8546726197633,377.3078709565043,0.7166066,713.2945651897056,383.28083337963665,0.61850655,724.4767566925805,383.00470407082116,0.66828185,707.3913251901513,410.94369501387774,0.8269675,736.7334901580778,410.3804458390316,0.8229563,689.3152487885245,435.7204847216017,0.8830229,739.8908186368847,433.2260913615932,0.92282355,738.8002159594605,324.0905727119898,0.9250376,728.8713681270771,341.15157835888004,0.9096854,718.0363579275299,383.70913559893006,0.99663156,691.6775648392438,443.80600671223465,0.8618134,753.6888377773009,440.6158132511779,0.8807351,689.7720614765535,442.40841451757376,0.90404594,752.4915317154318,440.96261816734625,0.86890686,684.9372098056165,438.5328239753182,0.79672086,737.6101630204859,436.28870278998147,0.9215915,4,"cone:0.853:556,450,572,458|cone:0.839:930,437,946,445|cone:0.833:132,467,149,475|football:0.878:765,429,786,447",114.51005935668945,0,0
568,79444.5869922638,8.526739052321739,18,1,746.5670496623567,335.14607588180604,0.9852059,747.3220940490552,332.44477454983974,0.88863516,745.5663615621083,332.0771872503089,0.99379456,743.0113872604076,332.1740135308589,0.6064256,739.2211701271195,332.24628662258147,0.91355747,732.0096037048912,344.5955318283327,0.7280534,733.8438812109875,344.3167968825012,0.82399714,730.2884594292207,365.29888607270345,0.61328626,718.6989145582609,357.46265763590714,0.79173434,744.2703600909174,371.0522244003216,0.69277483,723.6990995601612,376.60405648861513,0.7114783,720.7025059760135,382.73302115049705,0.60642916,731.4445489015977,382.51914432053184,0.6682957,715.1228291095613,410.53080430814384,0.83792585,743.434962503881,410.14970139054236,0.81793875,693.4154099707175,433.18333077444254,0.8510569,750.9612146482818,434.0518910331753,0.84380984,745.9335051688118,323.4311600345778,0.9575963,735.8961275540639,340.6179258753542,0.91112596,725.3508918586283,383.28698896139247,1.0154,693.1334678797394,442.8702270062844,0.8510119,764.2729432568543,439.9378308289549,0.89586425,691.7729804028912,441.059074063241,0.91466594,762.9158089380967,440.72185825709323,0.86278695,688.9145768020123,434.89265480249753,0.7963258,749.3777930211324,437.4809181420162,0.815253,4,"cone:0.857:556,450,572,458|cone:0.837:930,437,946,445|cone:0.831:132,467,149,475|football:0.868:770,429,791,447",112.80512809753418,0,0
569,79584.06400680542,8.527008852607592,18,1,753.6747479802661,335.12079278664646,0.96821856,754.3613289999083,332.4101365456282,0.87041175,752.5705609037961,332.05732167371843,0.98796874,745.7809868627706,332.27515808666004,0.5883512,746.0450392822479,332.1857168778779,0.927093,739.0222686705328,344.5672601447725,0.73949456,740.6682299354693,344.28233876939737,0.80619013,736.2652163371022,365.1488718323207,0.622514,725.7710814916707,357.4911095093136,0.80996096,749.1158841646956,371.1104549324821,0.74677527,731.1083920482708,376.42601278955516,0.7362896,729.0879906280957,382.6874980948954,0.6051434,739.0937415118457,382.5939148257238,0.67099977,724.1058931139999,410.4675142809862,0.82197726,750.649041314203,410.1721019003542,0.83536375,699.0393854564509,430.22493010688186,0.85679734,758.7389974491293,435.0192052932546,0.87750614,752.5081662859216,323.21901127239425,0.89527285,742.8554440741536,340.5943904922398,0.9035732,733.512344767501,383.45940746367705,1.0171484,695.8987374746347,441.41590982251444,0.8339912,772.1214955673631,440.0337940217805,0.90466243,695.3108683017934,439.1981178828069,0.9175262,770.5075027134978,440.9883645168609,0.9056769,694.444152966295,430.82889461523655,0.8060154,757.0804266646667,438.7209880403515,0.8749752,4,"cone:0.860:556,450,572,458|cone:0.841:930,437,946,445|cone:0.831:132,467,149,475|football:0.875:775,428,797,447",115.18526077270508,0,0
570,79720.99900245667,8.527551640006935,18,1,760.7763929236285,335.67293543565154,0.9439877,761.4223406638225,332.9635636296701,0.86722195,759.6170117623224,332.5601324095244,0.9695627,750.3456078966706,332.92155235009767,0.56961083,752.7082344999367,332.73301441641775,0.8950907,745.6355466439323,345.0566839849016,0.74270594,747.2202716123871,344.892330494548,0.80926913,741.8933298934485,365.118189910317,0.5401057,733.3258083995579,358.33567554681827,0.7857827,754.8156447209658,371.53998329742285,0.53065324,739.459096600006,377.13164384729015,0.72323436,737.293793637132,383.0513215797939,0.6055347,746.8089118413837,382.976394468032,0.6600085,733.8584477722557,410.83184123982943,0.806298,758.3904556344497,410.4906332829147,0.84217817,706.6223175405977,427.5811599054522,0.8638462,763.4884010457249,436.0007623522072,0.91868496,759.306478851292,323.685037590833,0.86846364,749.6025585357104,341.14930059190755,0.89563525,741.5484514832983,383.954892528626,0.94269943,701.2212513945302,438.9408427458854,0.80582726,775.8019928089848,440.34790693493653,0.8204279,701.2781504487396,436.8218031452502,0.9266477,774.4061247251816,441.33288045468953,0.8094361,701.9853187068202,427.3409817706129,0.8768146,761.2912585455789,439.7833921169101,0.9050798,4,"cone:0.862:556,450,573,458|cone:0.845:930,437,946,445|cone:0.835:132,467,149,475|football:0.861:782,429,802,447",113.05689811706543,0,0
571,79863.98196220398,8.527930426617253,18,1,767.2908721047004,336.3260918437574,0.91057616,768.0465280194563,333.58873711502565,0.85566163,766.1269366815526,333.1580659049365,0.94569707,760.1960751621351,333.74709579859245,0.63883185,759.1615720395341,333.46072003020004,0.88150936,751.9066787220255,345.761416113563,0.7329005,754.1716821113405,345.76034519407204,0.80747736,748.0172678761653,365.4762024481221,0.5268813,741.4513209610084,359.58135898003457,0.77089494,761.1418894370915,372.94966359669826,0.4463642,748.7900642332623,378.02673718107116,0.6888989,744.5834630070199,383.60221045185153,0.57791036,753.6096004660583,383.4863683096959,0.616784,744.5148748931051,411.3229633391603,0.74114335,765.834199957902,410.7406844233823,0.81094086,716.1965879017063,425.6190959524537,0.7677572,766.4580519140898,436.7611591423944,0.8751748,766.1209482141261,324.4375373972519,0.8197185,756.308090901558,341.9630955001444,0.8402618,748.6391487058522,384.5210203245022,0.83209753,709.6362929605029,436.4834968059102,0.7346891,777.4332831507148,440.83774656406496,0.70746344,709.8778788474758,434.60819581714577,0.8564471,775.8673489671319,441.7872359793704,0.71141165,711.2154544594805,424.8015632449237,0.7683495,764.0607994612021,440.4387491316487,0.84295475,4,"cone:0.864:556,450,573,458|cone:0.849:930,437,946,445|cone:0.835:132,467,149,474|football:0.856:787,429,807,447",114.31884765625,0,0
572,80002.50101089478,8.528364061700238,18,1,774.0330694188499,337.27454325370655,0.9694702,774.9913942454182,334.4955807702413,0.9089201,773.158571787339,334.02568599164454,0.9789263,764.8107530094145,334.4558727843722,0.6275327,766.1879163087083,334.2072632276068,0.9019883,757.9873536870482,346.4665747709132,0.7383739,760.6470940392861,346.8047301010916,0.79046166,753.6391727755904,366.1102004481268,0.56269354,750.2471648413064,361.24923202343246,0.76983595,765.4646155482575,375.30984017842576,0.45812553,758.9868945234409,379.6719934834267,0.7661297,752.3955919758964,384.2855057267413,0.56204605,759.3734087561054,384.19204751771423,0.603979,756.1821345242961,411.7311015362091,0.691625,771.5951695283815,411.16542177085637,0.7922704,727.5819970175997,424.39946926389143,0.76139796,768.0786550177293,437.3861420039237,0.8064631,773.4663255871421,325.18831726376186,0.8114936,762.9085574099593,342.8221005344109,0.8559734,755.4427846883125,385.1071491017857,0.8281976,720.7366357883568,435.7234605663402,0.7037754,777.9754462915613,441.18161021224205,0.68694544,721.0339016998821,433.7977394341293,0.7948259,776.3337300785331,442.2085403128084,0.6970226,722.8686195421426,423.27741191539684,0.7398201,765.0507788442021,440.883672898588,0.7628825,4,"cone:0.854:557,450,573,458|cone:0.840:930,437,946,445|cone:0.828:132,467,149,474|football:0.863:791,429,812,445",113.88111114501953,0,0
